Soil Type,Soil Moisture (%),Temperature (°C),Rainfall (mm),Humidity (%),Seed Type,Depth (inches)
clay,86.02,37.78,15.33,82.54,carrot,1.45
sandy,2.51,14.56,4.66,26.4,beans,3.38
sandy,46.53,23.24,12.47,83.59,cotton,1.32
clay,77.49,30.9,23.24,79.2,wheat,1.39
loamy,47.11,16.15,9.72,33.91,sunflower,2.38
clay,66.94,31.47,22.94,66.46,carrot,1.07
loamy,82.16,41.59,29.81,62.92,soybean,1.06
loamy,44.74,22.88,9.23,59.44,barley,1.79
loamy,38.55,18.28,8.41,57.53,sunflower,1.71
sandy,16.8,1.57,3.96,2.36,peanuts,3.2
loamy,42.8,16.78,8.28,35.02,rice,1.88
loamy,83.78,-13.69,24.65,53.94,sunflower,1.77
clay,99.36,42.63,15.38,71.95,cotton,1.42
loamy,79.11,44.37,22.21,80.36,cotton,1.11
loamy,36.97,21.64,6.2,43.67,rice,2.57
clay,96.49,26.59,9.2,34.81,soybean,1.43
loamy,46.87,22.06,7.83,38.43,sunflower,2.08
loamy,42.08,17.14,8.69,38.16,rice,2.97
sandy,56.11,8.04,27.61,70.28,beans,4.03
sandy,28.17,4.7,4.48,0.25,maize,3.79
loamy,43.51,24.64,5.52,36.08,rice,1.84
clay,56.42,15.81,25.96,11.99,sunflower,2.36
loamy,41.05,17.52,5.94,49.83,rice,2.12
clay,95.09,-11.72,18.4,52.91,barley,2.22
sandy,19.87,3.46,7.55,64.23,wheat,1.26
sandy,87.9,33.73,14.37,87.25,rice,2.78
loamy,35.45,19.39,6.71,51.69,barley,2.35
sandy,73.72,-13.75,9.18,9.9,carrot,1.01
clay,73.56,36.4,28.63,77.24,wheat,1.13
loamy,69.07,40.3,14.19,65.54,wheat,1.06
clay,70.01,40.68,28.3,72.4,cotton,1.48
loamy,41.09,21.08,9.41,53.38,sunflower,1.8
sandy,17.44,11.88,3.46,12.3,maize,4.38
clay,77.22,43.86,14.93,71.94,wheat,1.41
clay,26.3,1.6,4.07,98.21,rice,2.72
clay,5.59,-5.33,13.11,44.72,rice,1.71
clay,70.07,28.04,10.33,98.86,carrot,1.24
loamy,69.4,36.94,29.82,94.44,wheat,1.14
sandy,5.62,12.48,4.86,32.1,peanuts,4.64
loamy,86.13,11.89,29.47,41.12,carrot,1.2
loamy,30.17,19.36,6.8,31.95,corn,2.41
loamy,42.76,22.13,17.28,67.55,carrot,1.02
clay,94.92,37.03,18.14,71.78,cotton,1.28
clay,69.66,6.96,17.87,74.34,peanuts,4.25
loamy,46.92,17.84,9.31,55.56,corn,2.58
sandy,19.38,20.16,28.63,54.58,carrot,1.21
loamy,38.55,16.24,9.27,51.42,barley,2.49
loamy,45.33,13.96,25.71,70.21,rice,2.79
loamy,61.35,25.89,23.24,31.62,barley,1.95
clay,1.99,-2.52,14.94,78.44,soybean,1.43
clay,24.69,-2.99,10.46,20.38,beans,3.71
clay,61.72,30.6,22.72,32.24,peanuts,4.47
sandy,28.47,-21.72,4.47,39.21,beans,3.66
clay,33.94,11.72,19.94,6.29,rice,1.86
loamy,7.04,27.34,29.42,83.58,peanuts,4.0
sandy,29.58,-5.17,2.72,16.22,peanuts,3.98
sandy,18.17,-2.45,1.44,16.16,peanuts,3.25
clay,86.73,39.39,10.47,95.9,cotton,1.31
sandy,15.14,2.23,0.71,20.82,beans,3.34
loamy,58.43,7.33,23.58,85.82,sunflower,2.5
loamy,34.11,33.86,11.49,57.38,rice,1.54
clay,27.72,33.79,6.21,9.89,barley,2.59
loamy,38.1,23.7,8.71,48.86,barley,2.07
clay,89.14,36.13,14.01,89.13,carrot,1.25
sandy,14.95,-18.79,2.52,27.28,beans,3.16
clay,70.1,0.7,12.82,35.05,carrot,1.3
sandy,3.05,-7.98,2.98,7.04,beans,3.25
loamy,31.73,-5.74,28.11,27.38,barley,1.58
sandy,79.96,-10.42,19.74,97.38,wheat,1.3
loamy,37.54,18.69,5.5,31.3,corn,2.84
loamy,49.83,9.54,11.79,90.29,corn,2.43
loamy,66.05,41.31,29.65,91.62,cotton,1.04
sandy,9.42,-18.86,4.18,5.96,beans,3.81
clay,60.93,21.29,1.11,31.25,peanuts,4.59
loamy,63.62,40.91,18.69,22.8,maize,3.86
loamy,49.77,22.3,6.61,52.41,corn,2.51
sandy,25.36,12.27,3.68,16.79,maize,3.49
loamy,82.03,41.21,28.27,88.42,cotton,1.3
loamy,37.8,19.88,6.44,45.37,corn,1.58
loamy,35.88,36.62,11.67,57.96,corn,1.62
loamy,14.18,22.61,0.19,63.53,corn,2.22
sandy,58.06,1.52,14.66,3.48,sunflower,2.95
sandy,22.42,8.56,4.43,22.12,beans,3.13
sandy,79.96,-1.67,10.23,92.63,sunflower,1.54
sandy,35.12,29.93,14.32,80.96,sunflower,1.76
clay,81.81,34.48,28.99,80.04,carrot,1.04
loamy,11.5,41.82,21.3,87.49,barley,2.26
clay,8.51,41.97,22.99,79.4,beans,4.66
loamy,43.39,18.58,6.07,46.78,corn,2.27
loamy,34.92,20.18,9.94,56.93,barley,2.78
clay,85.75,-0.49,21.3,11.09,sunflower,1.94
clay,80.25,40.83,27.44,67.2,soybean,1.32
loamy,34.98,22.74,5.54,51.04,rice,2.74
loamy,38.14,19.86,6.7,39.58,sunflower,2.15
sandy,12.0,6.07,0.3,24.21,peanuts,4.4
sandy,3.08,7.14,1.38,12.73,beans,4.19
loamy,38.93,15.76,7.89,35.53,rice,2.59
loamy,22.87,2.13,7.71,0.68,rice,1.74
clay,8.42,-2.01,14.91,49.31,beans,4.62
loamy,36.98,20.18,9.04,54.5,corn,2.15
loamy,43.92,20.43,9.01,53.1,sunflower,2.04
clay,98.97,42.52,25.84,71.69,carrot,1.27
sandy,81.31,38.44,4.8,68.61,rice,1.62
loamy,33.22,16.81,5.2,57.56,sunflower,2.1
loamy,91.33,28.55,23.67,74.67,carrot,1.21
clay,46.06,14.66,23.23,33.93,cotton,1.42
sandy,17.4,-10.32,3.13,25.8,beans,4.13
loamy,47.03,4.68,13.06,84.57,soybean,1.34
loamy,66.68,-7.23,20.15,80.72,soybean,1.45
loamy,32.29,44.5,18.63,6.05,wheat,1.34
clay,2.05,18.47,6.73,33.72,soybean,1.16
loamy,41.04,22.63,6.85,49.77,barley,1.65
loamy,4.31,31.19,3.93,77.13,sunflower,1.81
sandy,57.53,15.2,29.71,66.13,carrot,1.12
clay,9.99,17.25,24.73,83.08,beans,4.24
sandy,38.31,22.07,6.02,36.89,peanuts,3.5
clay,60.56,35.48,28.87,43.23,cotton,1.07
sandy,80.62,-4.34,14.52,31.55,rice,2.48
sandy,55.4,-2.82,13.37,64.23,beans,3.63
loamy,67.89,41.92,23.4,69.12,carrot,1.47
loamy,72.0,34.3,26.39,70.68,carrot,1.45
loamy,34.35,23.56,8.46,58.92,rice,2.99
loamy,31.97,-9.07,18.43,38.78,soybean,1.38
sandy,85.17,6.01,9.71,34.14,soybean,1.23
sandy,65.58,9.12,20.23,16.55,corn,2.72
sandy,44.99,30.91,11.77,4.41,rice,2.67
sandy,76.61,43.75,4.54,15.86,cotton,1.25
sandy,26.3,13.62,1.4,10.51,beans,3.8
clay,21.79,6.67,8.89,18.69,sunflower,2.89
sandy,17.47,-5.29,2.04,28.37,maize,3.74
clay,95.65,43.07,27.9,99.51,soybean,1.39
clay,90.8,41.61,14.3,98.23,carrot,1.03
sandy,27.15,32.76,11.07,19.87,carrot,1.43
clay,16.21,-14.25,21.54,69.34,carrot,1.23
sandy,71.46,9.48,1.58,38.56,cotton,1.28
sandy,85.63,14.15,3.45,4.87,maize,4.11
loamy,22.1,26.88,25.76,96.69,sunflower,1.57
loamy,79.87,25.25,27.04,74.04,wheat,1.47
sandy,76.9,7.22,7.56,11.05,maize,4.36
loamy,45.54,17.15,9.46,31.05,corn,1.81
clay,89.34,32.54,11.03,79.76,cotton,1.34
loamy,66.7,31.89,17.08,93.66,carrot,1.46
loamy,72.09,14.99,5.47,47.89,beans,3.57
sandy,40.17,43.66,14.51,84.68,carrot,1.15
loamy,84.51,2.03,4.87,40.81,rice,2.1
loamy,29.78,-12.87,5.61,11.25,carrot,1.29
loamy,43.71,19.84,7.5,31.98,rice,2.44
sandy,6.24,6.92,0.85,11.19,maize,4.5
clay,70.83,43.07,10.09,86.78,corn,2.39
sandy,97.19,12.03,22.77,19.96,barley,2.51
loamy,37.11,24.21,7.48,32.37,rice,2.19
sandy,76.06,-0.72,22.99,71.47,rice,2.43
loamy,43.98,21.83,6.38,53.95,sunflower,2.73
loamy,52.19,1.18,20.41,15.83,beans,4.34
loamy,43.66,18.85,7.0,48.2,rice,2.69
loamy,1.83,39.06,11.17,11.88,rice,2.36
sandy,55.15,18.99,14.74,62.4,sunflower,2.8
loamy,38.02,24.02,5.86,56.14,rice,1.57
loamy,2.09,42.78,13.66,70.51,cotton,1.14
sandy,77.55,24.99,19.51,73.63,corn,1.63
sandy,2.46,-18.02,0.54,30.66,maize,3.27
clay,3.74,-12.05,25.37,50.05,barley,1.6
loamy,32.09,18.46,7.55,42.07,rice,1.75
sandy,14.82,-11.63,4.54,20.25,peanuts,3.84
loamy,97.77,10.45,12.48,99.9,rice,2.26
clay,92.02,29.07,12.08,62.83,cotton,1.3
clay,63.74,32.13,15.0,78.05,wheat,1.22
loamy,46.21,18.9,9.81,46.9,sunflower,2.62
sandy,29.9,9.63,3.37,20.78,peanuts,3.45
clay,37.07,-9.23,29.54,15.16,maize,4.04
sandy,1.47,-9.75,0.87,34.37,maize,3.36
sandy,25.68,-8.09,3.17,27.45,beans,3.43
sandy,42.82,7.63,19.38,66.03,barley,2.56
loamy,54.9,39.35,19.68,93.18,soybean,1.27
sandy,81.35,0.8,27.09,77.95,carrot,1.14
sandy,3.14,-3.81,2.0,20.77,peanuts,3.8
sandy,86.33,42.24,12.76,19.65,beans,3.76
sandy,92.56,27.23,0.94,84.17,cotton,1.09
sandy,20.41,40.28,6.17,59.89,wheat,1.46
clay,13.36,7.37,25.48,79.6,rice,2.08
clay,84.37,40.23,13.59,94.53,carrot,1.35
clay,9.64,6.85,1.83,63.91,cotton,1.09
clay,90.78,4.77,21.25,3.05,maize,4.05
loamy,43.76,20.48,9.23,53.16,rice,2.67
sandy,9.06,-23.03,1.61,7.76,peanuts,4.97
clay,87.2,-14.99,20.76,62.75,maize,3.21
loamy,82.52,44.67,28.93,69.33,carrot,1.45
loamy,66.72,6.11,22.0,8.92,carrot,1.09
loamy,46.08,21.02,5.83,41.01,sunflower,1.97
loamy,37.96,39.78,28.36,53.7,beans,3.63
clay,97.69,30.58,8.62,88.91,corn,2.82
sandy,3.4,-8.41,1.48,36.86,beans,4.66
sandy,83.76,20.05,24.57,10.1,soybean,1.26
clay,61.67,41.27,18.62,92.9,carrot,1.2
loamy,58.04,38.38,16.83,84.16,soybean,1.34
clay,16.62,41.51,10.46,9.22,corn,2.38
sandy,57.67,-11.17,18.4,58.02,barley,2.37
sandy,86.49,9.47,4.63,48.36,barley,2.11
sandy,2.55,-0.47,6.05,20.81,sunflower,2.47
clay,40.76,34.49,12.61,70.64,cotton,1.29
loamy,88.13,28.49,21.43,81.39,carrot,1.25
sandy,25.03,-3.61,2.12,20.0,peanuts,4.96
loamy,13.78,15.18,26.22,84.04,wheat,1.47
clay,65.05,-3.32,12.71,78.36,rice,1.87
loamy,66.13,6.61,19.5,44.89,carrot,1.29
clay,94.42,31.39,27.4,91.43,carrot,1.03
loamy,6.01,29.51,9.89,20.21,carrot,1.03
loamy,41.14,22.07,9.91,52.29,sunflower,2.28
sandy,58.76,-5.03,6.1,56.17,carrot,1.12
loamy,42.76,18.53,7.06,42.8,sunflower,1.53
loamy,61.3,13.2,3.48,33.11,sunflower,1.63
sandy,62.74,41.37,19.01,61.37,corn,2.37
sandy,17.3,2.87,19.0,24.63,corn,2.52
clay,73.32,37.33,8.14,3.8,barley,1.55
sandy,5.44,38.44,13.81,58.59,carrot,1.23
sandy,36.91,-3.37,0.85,96.22,barley,1.72
sandy,16.95,12.54,4.53,9.75,maize,3.71
loamy,49.33,20.24,9.37,50.86,barley,2.66
sandy,5.26,8.51,2.34,36.06,peanuts,3.98
sandy,26.05,7.01,3.86,19.54,maize,4.63
clay,84.13,-9.2,7.67,19.51,maize,3.27
sandy,25.34,23.8,25.4,30.78,carrot,1.03
clay,55.28,41.67,13.7,75.76,cotton,1.28
loamy,43.04,-5.04,4.73,62.67,corn,2.97
sandy,3.99,0.72,3.39,35.0,peanuts,3.48
clay,15.21,-13.62,5.85,2.41,soybean,1.37
sandy,25.85,-9.02,1.57,38.2,beans,3.9
sandy,10.75,-23.86,1.74,3.34,peanuts,3.39
loamy,36.09,16.05,8.3,45.69,barley,2.64
loamy,55.48,43.38,12.8,81.72,cotton,1.49
loamy,41.71,17.8,7.62,48.61,corn,1.59
loamy,10.07,-4.14,25.01,56.93,soybean,1.37
clay,88.48,27.12,15.56,5.67,sunflower,1.82
loamy,70.63,43.48,16.99,65.42,soybean,1.02
loamy,59.62,35.03,17.88,65.73,cotton,1.23
clay,62.85,28.92,30.0,95.33,carrot,1.32
loamy,41.05,15.98,9.46,30.68,sunflower,1.72
loamy,44.84,20.9,26.95,10.77,soybean,1.02
clay,40.24,14.06,6.65,2.97,peanuts,4.43
clay,30.41,33.09,8.9,2.52,barley,2.13
loamy,29.64,34.22,3.27,84.39,barley,2.53
clay,78.53,35.05,18.55,62.46,cotton,1.34
sandy,94.12,20.52,13.38,37.7,wheat,1.19
loamy,39.63,17.59,7.64,49.3,barley,2.1
loamy,95.78,-0.09,7.89,80.1,wheat,1.46
sandy,83.62,-10.27,7.16,40.53,corn,2.24
loamy,63.95,27.45,26.0,86.71,soybean,1.03
sandy,35.3,33.25,22.6,2.27,beans,3.75
clay,65.9,43.71,14.65,72.54,carrot,1.36
sandy,1.05,-0.08,2.99,39.23,beans,4.95
sandy,7.91,11.98,4.84,23.86,peanuts,4.69
loamy,8.56,-9.24,20.26,59.37,cotton,1.23
clay,31.26,8.03,23.12,23.04,peanuts,4.54
clay,50.3,24.81,18.85,64.91,maize,3.79
clay,94.07,32.82,19.06,83.3,wheat,1.02
loamy,31.78,16.68,5.77,41.46,corn,2.87
loamy,43.86,21.13,6.58,49.72,corn,1.89
loamy,54.34,34.68,9.38,7.87,sunflower,2.75
clay,97.73,-13.08,14.34,21.95,carrot,1.32
loamy,38.79,24.86,6.82,31.86,rice,2.99
clay,37.62,37.01,13.59,70.72,cotton,1.07
sandy,23.64,-6.42,4.91,22.27,peanuts,4.05
sandy,7.05,-24.13,2.92,28.12,peanuts,4.94
loamy,14.99,-11.96,0.96,2.78,wheat,1.18
loamy,39.6,22.17,8.77,32.24,corn,2.39
clay,85.02,-8.33,5.59,61.48,barley,1.64
loamy,57.56,-0.25,8.34,68.47,beans,3.29
sandy,99.09,4.74,15.05,35.44,carrot,1.15
loamy,46.22,17.67,6.18,40.41,sunflower,2.54
loamy,39.94,18.36,5.82,44.01,corn,2.7
loamy,2.54,15.78,7.17,62.55,cotton,1.26
loamy,0.9,40.46,23.74,38.07,rice,2.69
loamy,89.28,26.36,19.79,77.61,cotton,1.49
loamy,37.1,18.38,5.44,55.42,sunflower,2.62
clay,23.89,43.47,12.68,61.94,cotton,1.49
clay,65.0,42.58,19.57,76.18,soybean,1.28
clay,57.31,42.08,21.76,65.39,carrot,1.39
sandy,26.24,-5.6,1.26,37.74,beans,3.15
sandy,27.11,2.43,1.67,23.24,maize,4.54
clay,17.67,21.58,26.79,33.43,sunflower,1.95
clay,5.58,20.31,0.49,83.88,sunflower,1.84
clay,87.62,25.14,13.24,70.57,cotton,1.03
clay,82.5,4.08,0.29,26.36,cotton,1.22
loamy,73.07,42.24,26.73,61.92,soybean,1.3
loamy,49.14,17.75,8.96,55.92,corn,2.21
loamy,43.88,20.23,9.91,55.33,barley,1.71
sandy,93.28,36.32,27.96,51.79,wheat,1.41
loamy,84.37,41.3,13.36,72.35,cotton,1.08
clay,94.29,29.01,26.81,72.46,wheat,1.22
loamy,12.82,-4.48,9.65,13.5,peanuts,3.52
sandy,14.99,31.91,0.38,94.76,carrot,1.12
sandy,25.24,9.28,2.85,4.46,peanuts,4.98
sandy,4.91,-4.32,0.55,31.62,beans,3.86
loamy,38.88,15.87,8.09,58.73,sunflower,1.79
clay,13.73,-13.43,12.0,62.65,maize,4.05
loamy,52.42,35.78,11.85,62.77,maize,3.13
loamy,15.41,30.13,27.12,16.63,sunflower,1.77
clay,34.07,4.75,28.55,16.87,beans,3.44
sandy,8.21,6.66,29.38,95.55,corn,2.04
loamy,42.25,20.58,5.18,42.61,rice,1.56
loamy,39.73,16.9,5.01,41.87,rice,1.84
loamy,49.49,16.77,9.76,41.45,barley,2.49
sandy,32.99,29.81,18.87,14.66,rice,2.39
loamy,30.23,22.75,8.05,47.01,corn,1.91
clay,97.49,37.47,26.72,70.4,cotton,1.27
loamy,31.97,36.41,18.02,88.02,corn,1.92
clay,87.04,12.42,15.18,36.21,maize,4.88
loamy,68.27,28.52,22.85,67.82,carrot,1.35
loamy,45.06,24.91,6.3,57.88,barley,2.29
loamy,22.39,29.19,5.65,17.62,maize,3.1
clay,80.99,37.07,23.57,71.56,cotton,1.14
clay,74.91,40.41,28.7,77.2,cotton,1.42
loamy,33.75,15.07,9.14,36.16,rice,1.51
sandy,16.47,10.0,0.22,23.69,beans,4.02
sandy,6.77,-24.33,0.04,23.2,maize,4.27
sandy,60.36,-0.5,10.56,67.96,maize,3.67
loamy,91.31,34.2,22.12,65.06,carrot,1.44
loamy,35.69,19.74,6.18,58.99,rice,2.96
loamy,41.04,23.81,6.09,43.42,barley,2.39
loamy,32.21,23.46,22.17,51.23,carrot,1.01
sandy,20.82,23.31,4.74,29.85,beans,4.13
loamy,8.05,9.92,23.42,70.35,carrot,1.02
sandy,5.04,-9.65,0.12,4.91,peanuts,3.84
loamy,36.58,22.34,5.07,55.2,barley,2.88
clay,72.31,34.77,10.9,48.69,corn,1.98
loamy,3.23,34.74,12.07,41.9,beans,3.89
clay,36.01,11.16,2.69,7.05,cotton,1.27
clay,68.98,41.16,21.11,62.72,cotton,1.42
clay,16.06,35.56,1.25,61.26,rice,2.99
loamy,73.64,-5.01,17.17,32.47,rice,1.59
loamy,35.94,17.61,5.77,56.58,barley,2.15
clay,38.17,2.6,3.96,15.17,maize,3.77
clay,49.66,34.34,4.82,53.11,wheat,1.06
clay,53.94,38.43,18.37,96.67,soybean,1.03
sandy,62.97,9.25,26.97,78.52,maize,4.9
sandy,38.75,1.36,23.79,26.34,soybean,1.3
clay,46.55,0.97,0.08,93.48,wheat,1.31
loamy,34.9,19.2,8.92,51.31,sunflower,2.74
loamy,66.03,34.0,7.37,51.16,rice,2.88
loamy,30.88,20.52,17.28,21.03,beans,4.58
loamy,91.42,33.24,23.51,74.97,carrot,1.23
loamy,96.58,40.8,29.62,9.89,barley,2.2
sandy,5.83,3.26,2.78,33.21,beans,4.11
loamy,39.94,18.7,7.47,41.8,sunflower,2.69
sandy,17.12,-2.54,2.2,0.61,beans,3.89
clay,55.19,39.36,20.92,72.08,cotton,1.26
sandy,3.21,25.99,15.55,83.04,maize,3.59
clay,93.55,36.42,10.9,85.71,cotton,1.27
loamy,38.64,22.27,9.5,58.82,rice,2.63
clay,79.02,42.03,17.95,13.78,carrot,1.48
loamy,77.75,13.67,24.91,82.12,rice,1.79
loamy,30.83,19.48,5.05,49.24,corn,2.19
loamy,16.22,-0.05,20.37,79.1,corn,2.89
loamy,54.08,44.81,29.0,74.97,wheat,1.34
loamy,36.67,43.48,21.82,6.49,peanuts,3.66
loamy,75.27,23.3,22.17,88.3,wheat,1.3
clay,75.4,40.7,28.47,86.68,corn,2.65
loamy,67.1,-4.86,22.75,66.07,rice,2.3
clay,84.49,-10.45,14.91,19.45,rice,1.5
clay,29.11,43.01,17.94,35.99,beans,4.87
sandy,25.78,-8.6,0.74,36.72,beans,3.38
clay,97.42,2.22,24.81,86.84,corn,2.03
clay,68.81,40.97,13.9,62.11,soybean,1.26
clay,36.94,13.83,22.33,92.23,wheat,1.48
clay,27.48,24.35,18.14,11.12,sunflower,2.62
clay,49.62,13.49,8.05,57.3,soybean,1.04
sandy,16.68,23.25,8.33,77.45,carrot,1.42
sandy,27.58,12.59,12.21,90.54,peanuts,3.12
loamy,7.26,14.68,26.21,42.56,cotton,1.05
clay,93.1,33.66,20.71,73.28,soybean,1.35
sandy,27.12,22.07,21.71,51.35,rice,2.94
loamy,82.52,42.68,18.58,61.46,cotton,1.2
loamy,50.44,37.83,24.78,63.55,cotton,1.26
loamy,20.35,-7.53,7.39,50.36,maize,4.89
loamy,96.72,15.66,20.62,50.58,rice,2.32
loamy,45.24,21.38,9.52,44.64,rice,2.74
loamy,30.96,19.37,8.91,51.05,barley,2.17
loamy,95.98,29.54,26.76,42.14,maize,4.87
clay,27.42,18.68,18.18,20.5,barley,2.13
loamy,99.41,31.14,26.35,83.2,wheat,1.02
loamy,16.85,12.62,18.12,49.3,beans,4.33
sandy,6.53,12.64,1.89,22.38,beans,4.42
clay,85.08,-13.99,14.06,69.64,peanuts,4.52
clay,56.55,41.35,28.66,65.28,soybean,1.28
loamy,42.25,22.82,5.57,31.34,sunflower,2.99
loamy,32.56,29.31,12.69,97.67,corn,1.8
loamy,38.76,23.48,6.0,40.24,barley,1.62
loamy,41.94,19.62,8.51,42.69,rice,2.06
loamy,42.87,21.28,8.3,50.22,sunflower,2.02
sandy,8.53,-8.1,1.59,13.42,maize,3.88
clay,74.32,-3.11,7.34,39.92,peanuts,4.15
loamy,17.29,1.81,16.54,14.2,carrot,1.08
sandy,13.18,-14.3,0.02,25.4,peanuts,4.21
loamy,30.11,24.13,8.09,51.3,barley,1.64
loamy,75.29,31.32,11.33,71.42,carrot,1.01
sandy,23.26,-20.22,1.45,32.66,peanuts,3.98
loamy,40.48,22.7,5.27,56.39,sunflower,2.66
loamy,43.9,23.5,9.0,54.24,barley,1.6
loamy,60.08,39.89,26.07,81.51,wheat,1.04
loamy,32.82,8.67,7.0,83.19,barley,1.77
clay,80.07,37.98,12.66,89.9,wheat,1.36
loamy,41.1,15.34,7.6,41.15,sunflower,2.54
loamy,34.41,20.87,5.2,52.23,sunflower,2.0
clay,87.9,35.07,20.88,95.62,cotton,1.41
loamy,47.99,23.86,6.45,44.94,sunflower,1.57
clay,63.69,43.24,22.19,92.87,wheat,1.11
clay,28.63,41.58,29.79,19.89,rice,1.72
loamy,37.73,15.03,7.87,59.17,barley,1.55
loamy,49.63,20.48,6.83,42.0,rice,1.72
sandy,7.03,12.92,1.3,15.73,maize,3.88
clay,96.47,24.41,6.0,47.02,carrot,1.34
loamy,43.49,24.14,5.59,55.34,barley,2.81
clay,54.3,1.52,11.49,27.21,maize,3.44
loamy,41.26,23.73,9.21,56.38,barley,1.73
loamy,36.98,22.05,7.73,56.23,barley,2.05
sandy,21.75,2.63,4.22,8.2,beans,4.41
loamy,43.07,19.64,9.78,38.85,corn,2.82
loamy,80.0,-12.68,14.36,26.72,beans,3.39
clay,85.23,-3.97,10.76,92.63,corn,1.56
loamy,38.12,19.81,5.72,53.46,corn,2.81
sandy,21.91,-1.91,2.18,19.03,beans,3.01
sandy,9.18,12.7,3.95,7.27,maize,4.03
loamy,55.85,39.84,10.34,77.69,wheat,1.44
loamy,43.08,23.75,9.87,59.11,barley,1.57
clay,76.03,43.81,20.01,69.34,wheat,1.38
sandy,88.81,-9.8,18.16,70.2,sunflower,2.76
sandy,95.53,27.61,11.4,95.01,barley,2.14
clay,74.36,35.3,13.05,97.92,carrot,1.5
clay,43.91,4.56,20.63,20.71,barley,1.75
loamy,77.06,35.86,17.14,88.08,sunflower,2.98
loamy,39.61,16.76,8.36,46.46,sunflower,2.33
clay,54.38,38.61,14.34,3.26,peanuts,4.44
sandy,10.91,-4.41,4.77,14.18,beans,4.48
clay,68.25,36.7,26.6,68.51,soybean,1.43
loamy,64.51,26.84,28.95,98.14,wheat,1.24
loamy,33.93,21.38,9.69,35.14,rice,1.99
loamy,97.77,36.62,10.21,89.75,soybean,1.19
clay,76.21,37.75,29.25,75.65,soybean,1.0
loamy,38.58,35.57,2.06,53.23,cotton,1.27
loamy,42.4,17.33,8.94,37.61,corn,1.59
sandy,44.26,18.17,9.22,92.93,soybean,1.45
clay,99.57,10.96,28.16,43.49,sunflower,2.65
clay,34.8,16.35,11.88,97.07,corn,2.73
loamy,94.41,25.44,10.15,52.27,barley,2.76
sandy,49.1,-2.08,29.31,35.01,corn,1.76
clay,51.96,1.87,1.39,90.16,beans,3.59
sandy,73.56,15.45,22.23,20.6,sunflower,1.51
loamy,34.19,15.92,8.24,56.94,sunflower,1.81
sandy,0.21,-22.97,2.3,7.35,maize,4.31
sandy,26.23,-23.82,2.62,7.44,maize,4.04
clay,60.63,9.65,22.44,71.29,corn,2.1
clay,28.71,2.15,16.05,5.81,rice,2.85
sandy,7.73,5.09,4.9,33.32,peanuts,4.65
sandy,2.46,2.13,0.21,25.88,maize,4.31
sandy,24.79,35.43,23.36,75.28,sunflower,2.35
clay,73.67,-5.34,11.29,53.87,corn,2.24
clay,81.28,43.72,10.02,56.41,maize,3.59
clay,14.07,-11.36,21.3,33.25,wheat,1.46
sandy,28.11,-12.29,1.07,72.69,maize,3.33
loamy,38.59,19.47,7.44,56.12,rice,2.31
clay,38.96,28.83,8.15,1.54,carrot,1.44
sandy,7.71,-18.03,2.84,2.12,beans,4.97
loamy,41.02,19.37,8.48,40.9,corn,2.42
loamy,52.17,44.58,21.71,61.78,cotton,1.06
loamy,45.99,23.83,9.17,34.55,rice,1.9
sandy,87.6,29.44,10.01,56.82,rice,2.07
loamy,37.61,16.41,9.46,30.55,corn,2.14
loamy,48.21,23.45,7.05,53.22,barley,2.11
clay,14.29,13.12,12.02,29.13,maize,3.4
sandy,11.64,11.11,4.98,31.9,peanuts,3.47
loamy,64.86,28.36,19.45,56.29,beans,4.88
clay,71.56,26.16,21.82,73.7,carrot,1.44
clay,59.0,13.75,9.28,4.69,beans,3.68
loamy,31.8,40.63,21.5,96.94,cotton,1.26
clay,25.06,15.58,7.21,2.14,soybean,1.05
loamy,99.15,6.2,24.31,62.67,soybean,1.29
sandy,77.98,19.64,6.63,90.67,barley,1.61
sandy,38.78,-4.18,11.47,52.81,soybean,1.09
sandy,11.5,0.79,2.77,79.99,rice,1.91
sandy,47.53,40.82,26.62,1.03,sunflower,1.86
clay,61.72,34.82,6.08,71.74,maize,3.21
loamy,41.97,22.43,6.78,48.23,barley,2.0
sandy,1.3,13.35,3.48,9.33,maize,4.68
sandy,27.04,-21.55,1.6,26.36,peanuts,4.49
clay,34.71,10.86,13.11,85.98,rice,2.04
clay,65.68,2.54,8.08,21.87,carrot,1.11
sandy,27.76,19.65,17.56,17.09,soybean,1.13
sandy,19.6,5.75,2.61,2.16,maize,4.81
clay,42.01,18.14,26.04,14.84,wheat,1.47
loamy,47.18,-5.85,29.48,58.11,sunflower,2.21
clay,68.1,-8.69,7.39,97.49,corn,2.8
sandy,13.09,-6.3,1.12,80.39,wheat,1.45
clay,78.24,30.07,16.02,65.5,wheat,1.44
sandy,28.61,-3.31,0.55,28.48,beans,3.04
loamy,63.54,42.23,29.72,88.98,soybean,1.05
sandy,26.99,3.62,2.96,8.59,maize,3.83
loamy,12.73,4.37,17.64,7.81,cotton,1.13
sandy,3.54,-8.14,29.37,76.42,cotton,1.02
loamy,75.28,-0.54,13.3,41.39,beans,3.78
clay,76.49,37.85,21.13,80.96,carrot,1.3
clay,93.67,4.93,7.19,85.4,maize,3.26
loamy,48.43,15.23,5.87,47.73,sunflower,2.78
loamy,32.62,25.17,11.96,82.9,beans,3.96
loamy,99.54,1.19,1.75,53.87,sunflower,2.02
loamy,40.39,15.18,9.3,34.23,sunflower,1.7
